MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LandSlope,Condition1,BldgType,OverallQual,OverallCond,YearBuilt,CentralAir,GarageArea,PoolArea,YrSold,SaleType,SalePrice
60,6.0,82.0,11287,2.0,1.0,1.0,1.0,3.0,1.0,7,6,1989,1.0,575,0,2007,2.0,228500
20,3.0,60.0,7200,2.0,1.0,1.0,1.0,3.0,1.0,6,5,2006,1.0,572,0,2006,3.0,185000
20,6.0,74.0,9612,2.0,1.0,1.0,1.0,2.0,1.0,8,5,2008,1.0,898,0,2009,3.0,244600
120,6.0,50.0,8012,2.0,1.0,1.0,1.0,3.0,4.0,6,5,1992,1.0,529,0,2007,2.0,179200
160,3.0,35.0,4251,2.0,2.0,1.0,1.0,3.0,4.0,7,5,2006,1.0,528,0,2007,3.0,164700
50,6.0,77.0,9786,2.0,2.0,2.0,1.0,3.0,1.0,6,7,1962,1.0,440,0,2006,2.0,159000
70,6.0,60.0,8730,2.0,1.0,1.0,1.0,5.0,1.0,6,7,1915,1.0,384,0,2007,2.0,153575
60,6.0,120.0,15611,2.0,1.0,1.0,1.0,3.0,1.0,8,5,2006,1.0,685,0,2006,3.0,233230
190,6.0,55.0,5687,2.0,1.0,2.0,1.0,3.0,2.0,5,6,1912,0.0,0,0,2008,2.0,135900
50,6.0,60.0,11409,2.0,1.0,1.0,1.0,3.0,1.0,5,4,1949,1.0,281,0,2009,2.0,131000
20,6.0,80.0,9600,2.0,1.0,1.0,1.0,3.0,1.0,6,5,1953,1.0,418,0,2009,2.0,167000
80,6.0,37.0,7937,2.0,2.0,1.0,1.0,3.0,1.0,6,6,1984,1.0,588,0,2006,2.0,142500
50,8.0,75.0,13710,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1950,1.0,282,0,2007,2.0,152000
60,3.0,66.0,7399,2.0,2.0,1.0,1.0,3.0,1.0,7,5,1997,1.0,576,0,2007,2.0,239000
60,6.0,90.0,11700,2.0,1.0,1.0,1.0,3.0,1.0,6,6,1968,1.0,539,0,2007,2.0,175000
20,6.0,80.0,14000,2.0,1.0,1.0,1.0,3.0,1.0,6,8,1950,1.0,300,0,2009,2.0,158500
190,6.0,90.0,15750,2.0,1.0,1.0,1.0,3.0,2.0,5,5,1953,1.0,375,0,2006,2.0,157000
60,6.0,66.0,16226,2.0,4.0,1.0,1.0,3.0,1.0,8,5,1998,1.0,683,0,2007,2.0,267000
20,6.0,118.0,13704,2.0,2.0,1.0,1.0,3.0,1.0,7,5,2001,1.0,843,0,2006,2.0,205000
20,6.0,70.0,9800,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1972,1.0,552,0,2006,2.0,149900
75,8.0,87.0,18386,2.0,1.0,1.0,1.0,3.0,1.0,7,9,1880,1.0,870,0,2008,2.0,295000
20,6.0,80.0,10386,2.0,1.0,1.0,1.0,3.0,1.0,8,5,2004,1.0,888,0,2007,2.0,305900
60,6.0,116.0,13474,2.0,1.0,1.0,1.0,2.0,1.0,7,5,1990,1.0,746,0,2007,2.0,225000
20,6.0,90.0,12378,2.0,2.0,1.0,1.0,3.0,1.0,9,5,2003,1.0,708,0,2006,2.0,360000
20,6.0,50.0,8000,2.0,1.0,1.0,1.0,3.0,1.0,6,6,1948,1.0,240,0,2009,2.0,132000
190,8.0,65.0,7800,2.0,1.0,1.0,1.0,1.0,2.0,5,7,1939,1.0,410,0,2006,2.0,119900
70,8.0,60.0,9600,2.0,1.0,1.0,1.0,3.0,1.0,7,7,1925,1.0,546,0,2006,2.0,178000
60,6.0,71.0,7795,2.0,2.0,1.0,1.0,3.0,1.0,7,5,2004,1.0,432,0,2009,2.0,188500
60,6.0,94.0,13005,2.0,2.0,1.0,1.0,3.0,1.0,7,7,1980,1.0,484,0,2009,2.0,260000
60,3.0,75.0,9000,2.0,1.0,1.0,1.0,3.0,1.0,8,5,2006,1.0,1025,0,2007,2.0,270000
60,6.0,90.0,9900,2.0,1.0,4.0,2.0,3.0,1.0,7,5,1993,1.0,656,0,2009,2.0,260000
60,6.0,111.0,16259,2.0,1.0,1.0,1.0,3.0,1.0,9,5,2006,1.0,840,0,2006,3.0,342643
60,6.0,99.0,12099,2.0,2.0,1.0,1.0,3.0,1.0,8,5,2004,1.0,872,0,2007,2.0,354000
60,6.0,86.0,10380,2.0,2.0,1.0,1.0,3.0,1.0,7,5,1986,1.0,576,0,2007,2.0,301000
20,8.0,49.0,5820,2.0,1.0,1.0,1.0,3.0,1.0,3,8,1955,1.0,220,0,2006,2.0,126175
80,6.0,96.0,11275,2.0,1.0,1.0,1.0,6.0,1.0,7,7,1967,1.0,564,0,2010,2.0,242000
45,8.0,50.0,5000,2.0,1.0,1.0,1.0,9.0,1.0,5,6,1941,0.0,360,0,2007,2.0,87000
120,6.0,32.0,10846,2.0,2.0,1.0,1.0,3.0,4.0,8,5,1993,1.0,473,0,2008,10.0,324000
20,6.0,80.0,11600,2.0,1.0,1.0,1.0,3.0,1.0,6,5,1960,1.0,292,0,2006,2.0,145250
70,8.0,60.0,6402,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1920,0.0,189,0,2009,2.0,78000
20,6.0,70.0,8176,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1958,1.0,308,0,2007,2.0,139000
20,6.0,85.0,10655,2.0,2.0,1.0,1.0,3.0,1.0,8,5,2003,1.0,880,0,2009,2.0,284000
120,8.0,59.0,8198,2.0,1.0,1.0,1.0,3.0,4.0,7,5,2004,1.0,484,0,2008,2.0,207000
60,6.0,59.0,9042,2.0,2.0,1.0,1.0,3.0,1.0,6,5,1998,1.0,472,0,2008,2.0,192000
20,6.0,86.0,14157,2.0,2.0,3.0,1.0,3.0,1.0,9,5,2005,1.0,676,0,2007,2.0,377426
20,6.0,70.0,9135,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2002,1.0,532,0,2008,2.0,214000
20,6.0,91.0,14145,2.0,1.0,1.0,1.0,3.0,1.0,7,7,1984,1.0,440,0,2006,2.0,202500
20,6.0,66.0,12400,2.0,2.0,1.0,1.0,2.0,1.0,6,7,1958,1.0,297,0,2009,2.0,155000
60,6.0,85.0,14191,2.0,1.0,1.0,1.0,3.0,1.0,8,5,2002,1.0,431,0,2010,2.0,202900
20,5.0,60.0,8400,2.0,1.0,1.0,1.0,2.0,1.0,4,4,1950,1.0,294,0,2009,2.0,82000
120,6.0,63.0,8849,2.0,2.0,1.0,1.0,3.0,4.0,9,5,2005,1.0,564,0,2008,2.0,266000
160,8.0,36.0,2592,2.0,1.0,1.0,1.0,3.0,4.0,5,3,1976,1.0,336,0,2010,2.0,85000
50,6.0,65.0,6435,2.0,1.0,1.0,1.0,5.0,1.0,6,5,1939,1.0,312,0,2006,2.0,140200
60,6.0,56.0,20431,2.0,3.0,1.0,1.0,3.0,1.0,9,5,2005,1.0,706,0,2006,3.0,437154
120,6.0,68.0,7820,2.0,2.0,1.0,1.0,3.0,4.0,9,5,2007,1.0,617,0,2007,3.0,318061
50,6.0,60.0,9084,2.0,1.0,1.0,1.0,1.0,1.0,5,6,1941,0.0,200,0,2008,5.0,95000
30,8.0,60.0,8520,2.0,1.0,1.0,1.0,3.0,1.0,6,8,1928,1.0,484,0,2010,2.0,105900
50,6.0,60.0,8400,2.0,1.0,2.0,1.0,3.0,1.0,6,5,1940,1.0,240,0,2006,2.0,140000
20,6.0,105.0,11249,2.0,3.0,1.0,1.0,3.0,1.0,6,5,1995,1.0,521,0,2007,2.0,177500
120,8.0,44.0,4224,2.0,1.0,1.0,1.0,3.0,4.0,5,5,1976,1.0,528,0,2007,2.0,134000
80,6.0,92.0,6930,2.0,2.0,1.0,1.0,3.0,1.0,5,4,1958,1.0,288,0,2006,2.0,130000
60,6.0,78.0,12011,2.0,2.0,1.0,1.0,3.0,1.0,8,5,1998,1.0,592,0,2006,2.0,280000
85,6.0,64.0,7301,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2003,1.0,672,0,2009,7.0,198500
70,8.0,59.0,10690,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1920,1.0,468,0,2009,2.0,147000
80,6.0,101.0,9150,2.0,2.0,1.0,1.0,3.0,1.0,6,5,1962,1.0,296,0,2008,2.0,165000
20,6.0,78.0,7800,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1954,1.0,244,0,2010,2.0,132000
50,6.0,80.0,17120,2.0,1.0,1.0,1.0,2.0,1.0,4,4,1959,1.0,680,0,2008,2.0,134432
120,6.0,50.0,7175,2.0,1.0,1.0,1.0,3.0,4.0,6,5,1984,1.0,264,0,2010,2.0,125000
20,6.0,79.0,10634,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1953,1.0,270,0,2009,2.0,123000
60,6.0,65.0,8200,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2003,1.0,434,0,2007,2.0,219500
85,6.0,57.0,8846,2.0,2.0,1.0,1.0,3.0,1.0,5,5,1996,1.0,576,0,2006,2.0,148000
60,3.0,102.0,11143,2.0,2.0,1.0,1.0,3.0,1.0,8,5,2004,1.0,610,0,2007,2.0,340000
20,6.0,88.0,11394,2.0,1.0,1.0,1.0,3.0,1.0,9,2,2010,1.0,834,0,2010,3.0,394432
60,6.0,60.0,8123,2.0,2.0,1.0,1.0,5.0,1.0,6,5,2000,1.0,463,0,2009,2.0,179000
50,6.0,50.0,5000,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1924,1.0,308,0,2010,2.0,127000
20,3.0,60.0,7200,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2006,1.0,572,0,2006,3.0,187750
60,6.0,79.0,9245,2.0,2.0,1.0,1.0,3.0,1.0,7,5,2006,1.0,639,0,2007,2.0,213500
45,5.0,60.0,9000,2.0,1.0,1.0,1.0,3.0,1.0,6,3,1928,0.0,360,0,2009,2.0,76000
120,6.0,43.0,3182,2.0,1.0,1.0,1.0,3.0,4.0,8,5,2004,1.0,430,0,2010,2.0,192000
50,6.0,58.0,8410,2.0,1.0,1.0,1.0,2.0,1.0,5,3,1910,1.0,0,0,2006,2.0,81000
80,6.0,72.0,7200,2.0,1.0,1.0,1.0,3.0,1.0,6,6,1976,1.0,352,0,2009,2.0,125000
20,6.0,93.0,9382,2.0,2.0,1.0,1.0,3.0,1.0,7,5,1999,1.0,577,0,2008,2.0,191000
60,6.0,96.0,12474,2.0,1.0,1.0,1.0,3.0,1.0,10,5,2007,1.0,846,0,2008,3.0,426000
50,6.0,50.0,8405,2.0,1.0,1.0,1.0,3.0,1.0,5,8,1900,1.0,384,0,2008,2.0,119000
60,6.0,71.0,12209,2.0,2.0,1.0,1.0,3.0,1.0,6,5,2001,1.0,560,0,2009,2.0,215000
50,6.0,60.0,10134,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1940,1.0,240,0,2007,2.0,109000
20,6.0,68.0,9571,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1956,1.0,596,0,2010,2.0,129000
20,6.0,60.0,7200,2.0,1.0,4.0,1.0,3.0,1.0,5,5,1972,1.0,600,0,2009,2.0,123000
60,6.0,69.0,7590,2.0,1.0,1.0,1.0,6.0,1.0,5,5,1962,1.0,264,0,2007,2.0,169500
30,8.0,60.0,8967,2.0,1.0,1.0,1.0,3.0,1.0,5,2,1920,1.0,338,0,2007,2.0,67000
60,3.0,65.0,8125,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2006,1.0,438,0,2009,2.0,241000
120,6.0,38.0,14963,2.0,3.0,1.0,1.0,3.0,4.0,8,5,1996,1.0,500,0,2008,2.0,245500
20,6.0,65.0,8767,2.0,2.0,1.0,1.0,3.0,1.0,7,5,2005,1.0,400,0,2006,3.0,164990
30,6.0,60.0,10200,2.0,1.0,1.0,1.0,3.0,1.0,5,8,1940,1.0,240,0,2008,2.0,108000
60,6.0,93.0,12090,2.0,1.0,1.0,1.0,3.0,1.0,8,5,1998,1.0,420,0,2006,2.0,258000
50,6.0,51.0,10480,2.0,1.0,1.0,1.0,3.0,1.0,6,5,1936,1.0,240,0,2008,2.0,115000
70,6.0,63.0,15576,2.0,1.0,1.0,1.0,3.0,1.0,6,7,1915,1.0,308,0,2008,2.0,177000
60,6.0,109.0,14154,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2006,1.0,947,0,2007,3.0,280000
60,3.0,85.0,10800,2.0,1.0,1.0,1.0,3.0,1.0,8,5,2007,1.0,836,0,2008,3.0,339750
20,6.0,68.0,9571,2.0,1.0,1.0,1.0,3.0,1.0,5,3,1958,1.0,350,0,2009,4.0,60000
190,6.0,100.0,34650,2.0,1.0,2.0,1.0,3.0,2.0,5,5,1955,0.0,572,0,2006,2.0,145000
30,8.0,56.0,8960,2.0,1.0,1.0,1.0,1.0,1.0,5,6,1927,1.0,360,0,2010,2.0,115000
60,6.0,59.0,11228,2.0,3.0,1.0,1.0,3.0,1.0,7,5,1993,1.0,678,0,2008,2.0,228000
20,6.0,73.0,8899,2.0,2.0,1.0,1.0,3.0,1.0,7,5,2007,1.0,396,0,2007,3.0,181134
60,6.0,74.0,7844,2.0,1.0,1.0,1.0,3.0,1.0,6,7,1978,1.0,440,0,2006,2.0,149500
70,6.0,86.0,22420,2.0,2.0,1.0,1.0,2.0,1.0,6,6,1918,0.0,864,0,2007,2.0,239000
50,6.0,60.0,8160,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1940,0.0,240,0,2007,2.0,126000
20,6.0,65.0,8450,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1968,1.0,304,0,2010,2.0,142000
90,8.0,78.0,7060,2.0,1.0,1.0,1.0,3.0,3.0,7,5,1997,1.0,784,0,2008,2.0,206300
20,6.0,100.0,21750,2.0,1.0,3.0,2.0,1.0,1.0,5,5,1954,1.0,520,0,2008,2.0,113000
60,6.0,80.0,9200,2.0,1.0,1.0,1.0,3.0,1.0,8,5,1998,1.0,696,0,2008,2.0,315000
20,6.0,72.0,9000,2.0,1.0,1.0,1.0,3.0,1.0,6,5,1956,1.0,297,0,2008,2.0,139000
60,8.0,60.0,3378,2.0,1.0,3.0,1.0,3.0,1.0,7,8,1946,1.0,240,0,2009,2.0,135000
20,6.0,77.0,8593,2.0,2.0,1.0,1.0,3.0,1.0,4,6,1957,1.0,352,0,2008,2.0,109008
20,6.0,64.0,6762,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2007,1.0,628,0,2007,3.0,195400
20,6.0,130.0,11457,2.0,2.0,1.0,1.0,3.0,1.0,6,5,1988,1.0,576,0,2009,2.0,175000
50,8.0,60.0,5586,2.0,2.0,2.0,1.0,2.0,1.0,6,7,1920,1.0,0,0,2008,7.0,79900
160,8.0,24.0,1920,2.0,1.0,1.0,1.0,3.0,4.0,5,5,1971,1.0,440,0,2007,2.0,122500
60,6.0,100.0,10839,2.0,2.0,1.0,1.0,3.0,1.0,6,5,1997,1.0,470,0,2008,2.0,181000
60,6.0,43.0,10667,2.0,3.0,1.0,1.0,6.0,1.0,7,6,1996,1.0,550,0,2009,5.0,212000
50,8.0,40.0,4400,2.0,1.0,1.0,1.0,3.0,1.0,6,8,1920,1.0,440,0,2006,2.0,116000
45,8.0,50.0,6000,2.0,1.0,1.0,1.0,3.0,1.0,6,7,1926,1.0,180,0,2009,2.0,119000
30,6.0,40.0,4280,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1913,0.0,352,0,2007,2.0,90350
50,6.0,67.0,12354,2.0,1.0,1.0,1.0,3.0,1.0,6,8,1920,1.0,528,0,2009,6.0,110000
20,6.0,105.0,15431,2.0,1.0,1.0,1.0,3.0,1.0,10,5,2008,1.0,672,0,2009,2.0,555000
90,6.0,92.0,12108,2.0,1.0,1.0,1.0,3.0,3.0,4,4,1955,0.0,0,0,2008,2.0,118000
50,8.0,52.0,6240,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1930,1.0,360,0,2008,2.0,162900
120,6.0,53.0,3922,2.0,1.0,1.0,1.0,3.0,4.0,7,5,2006,1.0,648,0,2007,3.0,172500
60,6.0,70.0,8750,2.0,1.0,1.0,1.0,3.0,1.0,7,5,1994,1.0,493,0,2008,2.0,210000
20,6.0,73.0,9855,2.0,1.0,1.0,1.0,3.0,1.0,6,5,1956,1.0,480,0,2009,4.0,127500
20,6.0,137.0,16492,2.0,2.0,1.0,1.0,7.0,1.0,6,6,1966,1.0,578,0,2010,2.0,190000
50,8.0,50.0,8600,2.0,1.0,2.0,1.0,3.0,1.0,6,6,1937,1.0,198,0,2006,2.0,119500
50,8.0,50.0,6000,2.0,1.0,1.0,1.0,3.0,1.0,3,7,1948,1.0,308,0,2007,2.0,120000
30,8.0,70.0,5684,2.0,1.0,1.0,1.0,3.0,1.0,6,8,1930,1.0,270,0,2006,2.0,110000
20,6.0,62.0,70761,2.0,2.0,4.0,2.0,3.0,1.0,7,5,1975,1.0,576,0,2006,2.0,280000
60,3.0,75.0,9000,2.0,1.0,1.0,1.0,3.0,1.0,8,5,2008,1.0,676,0,2009,2.0,210000
90,6.0,63.0,9297,2.0,1.0,1.0,1.0,3.0,3.0,5,5,1976,1.0,560,0,2006,2.0,188000
20,6.0,80.0,9600,2.0,1.0,1.0,1.0,3.0,1.0,7,6,1973,1.0,528,0,2007,2.0,175500
70,8.0,34.0,4571,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1916,0.0,513,0,2008,4.0,98000
60,3.0,75.0,8004,2.0,2.0,1.0,1.0,5.0,1.0,8,5,2009,1.0,552,0,2009,3.0,263435
70,6.0,60.0,7200,2.0,1.0,1.0,1.0,2.0,1.0,7,9,1936,1.0,576,0,2009,2.0,155000
20,6.0,60.0,8281,2.0,2.0,1.0,1.0,3.0,1.0,5,5,1965,1.0,360,0,2009,2.0,62383
70,6.0,74.0,11988,2.0,2.0,3.0,2.0,3.0,1.0,6,7,1934,1.0,240,0,2008,2.0,188700
20,6.0,60.0,8430,2.0,1.0,3.0,2.0,3.0,1.0,5,5,1978,1.0,0,0,2009,2.0,124000
20,6.0,85.0,10628,2.0,1.0,1.0,1.0,3.0,1.0,7,5,1970,1.0,526,0,2007,2.0,167000
70,6.0,79.0,9480,2.0,1.0,1.0,1.0,1.0,1.0,5,7,1942,1.0,312,0,2007,2.0,146500
20,6.0,98.0,11428,2.0,2.0,1.0,1.0,3.0,1.0,8,5,2006,1.0,866,0,2007,2.0,250000
60,6.0,76.0,9291,2.0,2.0,1.0,1.0,8.0,1.0,6,5,1993,1.0,506,0,2008,2.0,187000
60,6.0,92.0,11952,2.0,1.0,1.0,1.0,7.0,1.0,7,6,1977,1.0,534,0,2007,2.0,190000
180,8.0,35.0,3675,2.0,1.0,1.0,1.0,3.0,4.0,6,5,2005,1.0,525,0,2008,2.0,148000
20,6.0,110.0,14977,2.0,2.0,1.0,1.0,3.0,1.0,8,5,2006,1.0,908,0,2007,3.0,440000
120,6.0,41.0,5330,2.0,1.0,1.0,1.0,3.0,4.0,8,5,2000,1.0,499,0,2007,2.0,251000
20,6.0,80.0,8480,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1963,1.0,624,0,2007,2.0,132500
20,6.0,75.0,13125,2.0,1.0,1.0,2.0,3.0,1.0,6,5,1997,1.0,508,0,2008,2.0,208900
60,6.0,105.0,13693,2.0,1.0,1.0,1.0,3.0,1.0,9,5,2006,1.0,694,0,2007,2.0,380000
20,6.0,79.0,10637,2.0,1.0,1.0,1.0,3.0,1.0,8,5,2007,1.0,826,0,2009,2.0,297000
30,8.0,50.0,5925,2.0,1.0,2.0,1.0,3.0,1.0,4,7,1937,1.0,672,0,2007,2.0,89471
20,6.0,98.0,16033,2.0,2.0,1.0,1.0,3.0,1.0,9,5,2004,1.0,772,0,2006,2.0,326000
20,6.0,72.0,11846,2.0,2.0,3.0,1.0,3.0,1.0,9,5,2003,1.0,874,0,2006,2.0,374000
70,8.0,50.0,2500,2.0,1.0,1.0,1.0,3.0,1.0,7,8,1915,1.0,164,0,2009,2.0,155000
20,6.0,80.0,9600,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1950,1.0,264,0,2009,2.0,147000
20,6.0,79.0,10289,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1965,1.0,515,0,2007,2.0,156000
20,6.0,70.0,12243,2.0,2.0,1.0,1.0,3.0,1.0,5,6,1971,1.0,487,0,2007,2.0,175000
190,6.0,60.0,10800,2.0,1.0,1.0,1.0,3.0,2.0,5,4,1900,0.0,520,0,2006,7.0,160000
50,6.0,79.0,9490,2.0,1.0,1.0,1.0,1.0,1.0,6,7,1941,1.0,240,0,2006,2.0,133000
60,6.0,105.0,15578,2.0,2.0,1.0,1.0,3.0,1.0,6,5,2006,1.0,429,0,2006,3.0,172785
20,6.0,70.0,7931,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1960,1.0,308,0,2008,2.0,155000
30,8.0,50.0,5784,2.0,1.0,1.0,1.0,1.0,1.0,5,8,1938,1.0,273,0,2009,2.0,91300
50,6.0,60.0,9120,2.0,1.0,1.0,1.0,3.0,1.0,7,6,1925,1.0,240,0,2008,2.0,184000
20,6.0,65.0,7800,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1967,1.0,288,0,2009,2.0,130000
20,6.0,70.0,7535,2.0,2.0,1.0,1.0,3.0,1.0,5,7,1958,1.0,297,0,2007,2.0,120000
60,3.0,75.0,9803,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2005,1.0,603,0,2008,2.0,226700
20,6.0,70.0,9170,2.0,1.0,1.0,1.0,2.0,1.0,5,7,1965,1.0,461,0,2007,2.0,140000
20,6.0,100.0,15602,2.0,2.0,1.0,1.0,3.0,1.0,7,8,1959,1.0,484,0,2010,2.0,289000
160,6.0,24.0,2308,2.0,1.0,1.0,1.0,3.0,4.0,6,5,1974,1.0,440,0,2009,2.0,147000
90,8.0,60.0,7596,2.0,1.0,1.0,1.0,1.0,3.0,5,5,1952,1.0,400,0,2009,4.0,124500
60,6.0,80.0,9554,2.0,2.0,1.0,1.0,3.0,1.0,8,5,1993,1.0,471,0,2006,2.0,215000
20,3.0,75.0,7862,2.0,2.0,1.0,1.0,3.0,1.0,6,5,2009,1.0,676,0,2009,3.0,208300
70,8.0,60.0,9600,2.0,1.0,1.0,1.0,3.0,1.0,7,9,1928,1.0,360,0,2008,2.0,161000
20,6.0,80.0,9600,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1959,1.0,270,0,2009,2.0,124500
20,6.0,75.0,14559,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1951,1.0,288,0,2009,2.0,164900
120,6.0,40.0,6792,2.0,2.0,1.0,1.0,3.0,4.0,7,5,2005,1.0,474,0,2006,3.0,202665
20,6.0,70.0,9100,2.0,1.0,1.0,1.0,2.0,1.0,5,5,1958,1.0,624,0,2006,2.0,129900
20,6.0,71.0,9187,2.0,1.0,2.0,1.0,3.0,1.0,6,5,1983,1.0,484,0,2007,2.0,134000
45,6.0,55.0,10594,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1926,0.0,200,0,2007,2.0,96500
20,6.0,94.0,12220,2.0,1.0,1.0,1.0,3.0,1.0,10,5,2009,1.0,900,0,2009,3.0,402861
60,6.0,79.0,10208,2.0,2.0,1.0,1.0,3.0,1.0,7,5,1996,1.0,889,0,2009,2.0,265000
70,6.0,53.0,10918,2.0,1.0,1.0,1.0,3.0,1.0,7,9,1926,1.0,282,0,2009,2.0,234000
190,6.0,60.0,10800,2.0,1.0,1.0,1.0,3.0,2.0,4,7,1900,0.0,0,0,2008,2.0,106250
20,6.0,90.0,11988,2.0,2.0,1.0,1.0,2.0,1.0,6,6,1957,1.0,336,0,2007,2.0,150000
50,8.0,50.0,5000,2.0,1.0,1.0,1.0,2.0,1.0,6,7,1947,1.0,420,0,2006,2.0,159000
60,6.0,130.0,40094,2.0,2.0,2.0,1.0,6.0,1.0,10,5,2007,1.0,884,0,2007,3.0,184750
60,6.0,95.0,11787,2.0,2.0,1.0,1.0,3.0,1.0,7,5,1996,1.0,834,0,2007,2.0,315750
20,3.0,62.0,7500,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2005,1.0,453,0,2006,2.0,176000
20,6.0,70.0,13300,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1956,1.0,252,0,2007,2.0,132000
60,6.0,67.0,14948,2.0,2.0,1.0,1.0,3.0,1.0,9,5,2008,1.0,858,0,2008,3.0,446261
30,6.0,58.0,9098,2.0,2.0,1.0,1.0,3.0,1.0,4,7,1920,1.0,0,0,2007,2.0,86000
80,6.0,85.0,10200,2.0,1.0,1.0,1.0,3.0,1.0,6,5,1988,1.0,600,0,2008,2.0,175000
70,8.0,60.0,6155,2.0,2.0,1.0,1.0,4.0,1.0,6,8,1920,1.0,502,0,2008,2.0,128000
20,6.0,60.0,7200,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1955,1.0,392,0,2010,2.0,107500
20,6.0,50.0,5000,2.0,1.0,4.0,2.0,3.0,1.0,1,3,1946,0.0,0,0,2007,2.0,39300
60,6.0,74.0,9056,2.0,2.0,1.0,1.0,3.0,1.0,8,5,2004,1.0,403,0,2006,2.0,178000
190,6.0,70.0,7000,2.0,1.0,1.0,1.0,3.0,2.0,5,7,1910,1.0,0,0,2008,2.0,107500
60,6.0,57.0,8924,2.0,2.0,1.0,1.0,3.0,1.0,7,5,1998,1.0,527,0,2008,2.0,188000
20,6.0,85.0,14601,2.0,1.0,1.0,1.0,3.0,1.0,9,5,2006,1.0,765,0,2009,2.0,315000
20,6.0,78.0,10140,2.0,1.0,1.0,1.0,5.0,1.0,7,5,1998,1.0,583,0,2009,2.0,213250
120,5.0,34.0,4058,2.0,1.0,1.0,1.0,3.0,4.0,7,5,1998,1.0,367,0,2007,2.0,133000
60,6.0,58.0,17104,2.0,2.0,1.0,1.0,3.0,1.0,7,5,2006,1.0,426,0,2006,3.0,179665
50,6.0,70.0,8737,2.0,2.0,2.0,1.0,3.0,1.0,6,7,1923,1.0,440,0,2007,2.0,210000
85,6.0,54.0,7244,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1970,1.0,624,0,2007,2.0,129500
20,8.0,49.0,8235,2.0,2.0,3.0,1.0,2.0,1.0,5,7,1955,1.0,720,0,2008,2.0,125000
60,3.0,75.0,9375,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2003,1.0,615,0,2009,2.0,263000
120,6.0,53.0,4043,2.0,1.0,1.0,1.0,3.0,4.0,6,6,1977,1.0,440,0,2008,4.0,140000
20,8.0,50.0,6000,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1957,1.0,288,0,2008,2.0,112500
20,6.0,87.0,11146,2.0,2.0,1.0,1.0,3.0,1.0,8,5,2006,1.0,908,0,2009,2.0,255500
20,6.0,67.0,8777,2.0,1.0,1.0,1.0,2.0,1.0,4,5,1949,1.0,520,0,2009,2.0,108000
60,6.0,85.0,10625,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2003,1.0,871,0,2008,2.0,284000
45,8.0,58.0,6380,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1922,1.0,280,0,2006,2.0,113000
20,6.0,69.0,14850,2.0,2.0,1.0,1.0,3.0,1.0,5,5,1957,1.0,299,0,2006,2.0,141000
60,6.0,57.0,21872,2.0,3.0,3.0,1.0,3.0,1.0,7,5,1996,1.0,406,0,2008,2.0,175000
20,6.0,77.0,10010,2.0,1.0,1.0,2.0,3.0,1.0,5,5,1974,1.0,418,0,2006,2.0,170000
30,6.0,63.0,13907,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1940,1.0,0,0,2008,2.0,108000
50,6.0,66.0,21780,2.0,1.0,1.0,1.0,3.0,1.0,6,7,1918,1.0,396,0,2008,2.0,185000
70,6.0,66.0,6858,2.0,1.0,2.0,1.0,3.0,1.0,6,4,1915,0.0,216,0,2010,2.0,128000
